"ordinal","asset_id","filename","local_classification","confidence","patient_context","procedure_context","sensitive_text","external_ai_current","human_decision","reviewer","reviewed_at","notes"
"530","d1ffaf44-6b47-49dc-91f8-1ca9dd1fb72f","IMG_1151.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"531","5c977237-88b2-4179-a69e-564270fd9ef9","IMG_4123.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"532","46a32324-a3bf-490e-8236-c4d535caf0f2","IMG_2964.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"533","6abadb3e-18e7-47d6-9c48-c5000a2bb824","IMG_2975.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"534","900f8651-f530-49a3-8e7b-cdb0b327f5e3","IMG_1368.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"535","bab4ae98-9925-4236-a8fa-43c9374e6d4e","IMG_0506.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"536","95b3a4e4-37c5-4f74-b5c8-953ad3c0d981","IMG_1938.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"537","75f71cea-c7a1-466e-aa0e-8515a4f1f9c5","IMG_4847.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"538","ce5dc1b6-478e-42cc-b38c-683906c0a9a7","IMG_1157.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"539","56d34ed3-ddae-4532-97a0-85bb776c821a","IMG_0604.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"540","a1c28b62-2a7c-453d-901a-764f1a426219","IMG_4818.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"541","27034853-9baa-4f98-8af6-ac322ce0422a","IMG_0477.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"542","9ba687b6-9e33-4547-b8f5-608560277d82","IMG_3201.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"543","d7c88954-b326-4bd5-9d5d-9bc43fbcf9d4","IMG_4604.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"544","17ba155a-aad5-480b-9612-7dc9fe850a77","IMG_2983.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"545","074808e5-5287-4669-96df-39437da6dea5","IMG_1948.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"546","c6f8e00f-44c6-4a04-99fa-877677bb814b","IMG_2129.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"547","f759fdfd-b381-440b-9b92-20833615e9ed","IMG_3565.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"548","45a7c18d-0bf2-444e-9b00-42cdb712d727","IMG_4603.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"549","639e9d96-0b89-42f6-9135-e0ff68d32c3b","IMG_4605.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"550","feeaca97-74a1-45a9-a5d0-fa9ed64b12c9","IMG_4614.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"551","115300a9-3d61-4a22-8cb5-e35ddd8319fe","IMG_1441.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"552","b5223a7b-83da-4d71-a49f-7de464a1ca0f","IMG_2130.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"553","2815b01c-2528-41c8-8f1b-c4ae6306cd31","IMG_0535.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"554","aae2f8a8-fae4-4b21-8f37-9b9442a2b426","IMG_0967.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"555","24525d08-711d-4240-be50-5e990c7bd5a9","IMG_1464.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"556","c19719e7-bf6b-4020-bef9-5b2db83b508f","IMG_0983.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"557","af810cef-9e29-481a-b042-0a7f0d09d2c2","IMG_2977.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"558","88c47bac-b83e-4090-8583-60a6e155101b","IMG_1239.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"559","f881210c-5906-4beb-adb8-31cb649a0f24","IMG_1008.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"560","cc854e8d-db27-4706-ad57-d13cab584bf5","IMG_2335.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"561","a6edd467-162e-4d11-bfe7-b10030fd9d15","IMG_1935.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"562","0c21340a-3688-428e-960a-6d278aead7da","IMG_3569.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"563","61b378f1-8fe4-4897-87af-fce8c38feafc","IMG_4835.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"564","34663e9c-d7b4-47c8-a5cd-2816cdb2d335","IMG_0956.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"565","8655a01f-6467-4743-b67e-d6e608e00790","IMG_0475.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"566","0a774984-24c6-4b8e-b96b-09e3897bdf7a","IMG_1433.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"567","3c7ee1ff-2104-463a-9683-25b77db8802e","IMG_0959.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"568","f5653245-e53f-47f0-a2b9-4d820f906441","IMG_2122.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"569","147be092-0108-4584-b85c-9cf165d3e79f","IMG_1047.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"570","156170db-fa74-4002-93b1-9fb016c64c1e","IMG_1458.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"571","3a2070f6-466b-4be0-8a60-67acff541e6c","IMG_1165.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
"572","0063c235-f50c-4716-aaf1-6ed15de5c9b1","IMG_0972.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T01:22:07.984288Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 501-600."
